cluster_key,cluster_size,review_verdict,max_description_similarity,same_country,match_basis,merged_by_pipeline,source_row_id,company_name,company_name_normalized,domain,linkedin_company_url,locality,country,employee_range,revenue_band,description_excerpt
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,95644,Alexistogel,alexistogel,embroideryunl.com,,,,,10M-25M,
alexistogel||,7,possible_same_company,0.317,True,normalized_name + locality,no - kept separate pending review,96283,Alexistogel,alexistogel,crossfitcle.com,,,,,1M-5M,
amerta88||,4,possible_same_company,0.403,True,normalized_name + locality,no - kept separate pending review,90014,AMERTA88,amerta88,waterstreetkitchenri.com,,,,,1M-5M,
amerta88||,4,possible_same_company,0.403,True,normalized_name + locality,no - kept separate pending review,93941,AMERTA88,amerta88,lamesabistrosd.com,,,,,1M-5M,
amerta88||,4,possible_same_company,0.403,True,normalized_name + locality,no - kept separate pending review,97203,AMERTA88,amerta88,boulderbrewpub.com,,,,,1M-5M,
amerta88||,4,possible_same_company,0.403,True,normalized_name + locality,no - kept separate pending review,98250,AMERTA88,amerta88,51avecafe.com,,,,,,
asialive||,3,possible_same_company,0.315,True,normalized_name + locality,no - kept separate pending review,89818,Asialive,asialive,womenscouncildallasarboretum.org,,,,,1M-5M,
asialive||,3,possible_same_company,0.315,True,normalized_name + locality,no - kept separate pending review,90433,AsiaLive,asialive,trabuerestaurant.com,,,,,1M-5M,
asialive||,3,possible_same_company,0.315,True,normalized_name + locality,no - kept separate pending review,94872,Asialive,asialive,greerfiredistrict.com,,,,,10M-25M,
autospin88||,2,possible_same_company,0.301,True,normalized_name + locality,no - kept separate pending review,94815,Autospin88,autospin88,haahauto.com,,,,,10M-25M,
autospin88||,2,possible_same_company,0.301,True,normalized_name + locality,no - kept separate pending review,96831,Autospin88,autospin88,ccmgaragedoors.com,,,,,500K-1M,
avi systems||,2,possible_same_company,0.455,True,normalized_name + locality,no - kept separate pending review,149663,AVI Systems,avi systems,cimav.com,,,,,1M-5M,
avi systems||,2,possible_same_company,0.455,True,normalized_name + locality,no - kept separate pending review,150728,AVI Systems,avi systems,avisystems.com,,,,,0-500K,
bakar77||,2,possible_same_company,0.333,True,normalized_name + locality,no - kept separate pending review,96090,BAKAR77,bakar77,dctexashomes.com,,,,,1M-5M,
bakar77||,2,possible_same_company,0.333,True,normalized_name + locality,no - kept separate pending review,97845,BAKAR77,bakar77,apexconveyor.com,,,,,0-500K,
bangsajp||,10,possible_same_company,0.508,True,normalized_name + locality,no - kept separate pending review,89848,BANGSAJP,bangsajp,winingerlawfirm.com,,,,,,
